Speaker,Utterance,Dialogue_Act,Dialogue_Id,Dialogue_Act_ISO
b,mm no,inform,le208580,inform
b,and in the on the seventeenth of June there was about oh i think they've got me down for about four calls,inform,le208580,inform
b,but i thought with it saying time i thought it meant the time i'd rung,inform,le208580,inform
b,i thought i've never rung at quarter to one in the morning,inform,le208580,inform
a,oh,backch,le208580,feedback
a,no,backch,le208580,feedback
a,no no,ackn,le208580,feedback
a,it's not that,inform,le208580,inform
b,that's the length of time i was on,confirm,le208580,answer
a,yes,ackn,le208580,feedback
b,well,init,le208580,discourse
b,what does the next bit mean then,reqInfo,le208580,directive
b,when it says billable duration 'cause next to that term where it says forty five billable duration four point five eight does that mean minutes then billable duration whatever that is yeah oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll have to give the old customer services a ring tomorrow won't i well thanks very much bye,refer,le208580,None
b,'cause next to that term where it says forty five billable duration four point five eight,refer,le208580,None
b,does that mean minutes then billable duration whatever that is yeah oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll have to give the old customer services a ring tomorrow won't i well thanks very much bye,reqInfo,le208580,directive
a,i don't know,answ,le208580,answer
b,billable duration whatever that is yeah oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll have to give the old customer services a ring tomorrow won't i well thanks very much bye,inform,le208580,inform
b,whatever that is,inform,le208580,inform
a,i don't know their bills,inform,le208580,inform
a,i don't i've never seen a bill,inform,le208580,inform
b,yeah,ackn,le208580,feedback
b,oh it's got me puzzled that has i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll have to give the old customer services a ring tomorrow won't i well thanks very much bye,inform,le208580,inform
a,you'll have to have a word with mm i don't know their bills and how they how they make them out yes alright bye,suggest,le208580,directive
b,i will i'll have to uh have a it'll bother me i shall have to uh go and understand it better than me yeah i'll have to give the old customer services a ring tomorrow won't i well thanks very much bye,accept,le208580,agreement
b,it'll bother me,inform,le208580,inform
b,i shall have to uh go and understand it better than me,inform,le208580,inform
a,mm,backch,le208580,feedback
a,i don't know their bills and how they how they make them out,inform,le208580,inform
b,yeah,ackn,le208580,feedback
b,i'll have to give the old customer services a ring tomorrow won't i,informIntent,le208580,commissive
b,well,init,le208580,discourse
b,thanks very much,thank,le208580,thanking
a,yes,backch,le208580,feedback
a,alright,ackn,le208580,feedback
b,bye,bye,le208580,goodbye
a,bye,bye,le208580,goodbye
b,hello,greet,le209750,greeting
b,can i have a wake up call please,direct,le209750,directive
a,certainly,accept,le209750,agreement
a,for what time,reqInfo,le209750,directive
b,um for quarter to eight,answ,le209750,answer
a,quarter to eight,echo,le209750,feedback
b,yeah,ackn,le209750,feedback
a,do you have an answering machine please,reqInfo,le209750,directive
b,i do,answ,le209750,answer
b,yeah,answElab,le209750,inform
a,can you make sure it's switched off for the call,direct,le209750,directive
b,yep,accept,le209750,agreement
b,no problem,accept,le209750,agreement
a,that's booked for you at quarter to eight,inform,le209750,inform
b,lovely,appreciate,le209750,feedback
a,thank you,thank,le209750,thanking
b,thank you,thank,le209750,thanking
a,byebye,bye,le209750,goodbye
b,byebye,bye,le209750,goodbye
b,oh hello,greet,le210090,greeting
b,could you give me a call please,direct,le210090,directive
b,at quarter past six this morning,directElab,le210090,directive
a,quarter past six,confirm,le210090,answer
a,in just a under an hour,confirm,le210090,answer
b,yes please,ackn,le210090,feedback
a,one moment do you have an answering machine can you make sure its switched off then please that's booked for you at six fifteen bye,hold,le210090,turn
a,do you have an answering machine,reqInfo,le210090,directive
b,uh we do,answ,le210090,answer
b,yes,answElab,le210090,inform
a,can you make sure its switched off then please,direct,le210090,directive
b,yes,accept,le210090,agreement
b,of course,accept,le210090,agreement
a,that's booked for you at six fifteen,inform,le210090,inform
b,thanks very much,thank,le210090,thanking
b,bye,bye,le210090,goodbye
a,bye,bye,le210090,goodbye
b,i wonder if you could help me,direct,le211170,directive
b,i'm new over here is it Tuesday today sorry is it Tuesday today pardon and what is the daya oh thanks very much i'm much obliged,inform,le211170,inform
b,is it Tuesday today,reqInfo,le211170,directive
a,sorry,pardon,le211170,apology
b,sorry is it Tuesday today pardon and what is the daya oh thanks very much i'm much obliged,expressRegret,le211170,apology
b,is it Tuesday today,reqInfo,le211170,directive
a,um yes,answ,le211170,answer
a,it is indeed,answElab,le211170,inform
b,pardon,pardon,le211170,apology
a,yes,answ,le211170,answer
a,it is indeed,answElab,le211170,inform
b,and what is the daya oh thanks very much i'm much obliged,reqInfo,le211170,directive
a,the date is the twenty eighth,answ,le211170,answer
b,oh,ackn,le211170,feedback
b,thanks very much,thank,le211170,thanking
a,you're welcome,ackn,le211170,feedback
b,i'm much obliged,thank,le211170,thanking
a,byebye,bye,le211170,goodbye
b,hi,greet,le211260,greeting
b,i'd like to have an um number to sort out a account sorry,reqInfo,le211260,directive
a,i'm sorry you're trying to,pardon,le211260,apology
b,sorry,expressRegret,le211260,apology
a,you're trying to,confirm,le211260,answer
b,um i don't know if you can help,direct,le211730,directive
b,i'm trying to find a number um it's well i've got the address i've wrote them a letter but i don't seem to get any luck so i don't really know if they're on the phone or not so have you got a number or er yes please,informIntent,le211730,commissive
b,um it's well i've got the address i've wrote them a letter but i don't seem to get any luck so i don't really know if they're on the phone or not so have you got a number or er yes please,inform,le211730,inform
a,and you'd like the number for them,confirm,le211730,answer
b,well,init,le211730,discourse
b,i've wrote them a letter,inform,le211730,inform
b,but i don't seem to get any luck,inform,le211730,inform
b,so i don't really know if they're on the phone or not so have you got a number or er yes please,inform,le211730,inform
b,so,init,le211730,discourse
b,have you got a number or,reqInfo,le211730,directive
a,right,backch,le211730,feedback
a,you'll need directory enquiries on would you like me to put you through to them hold the line please,inform,le211730,inform
a,would you like me to put you through to them,offer,le211730,commissive
b,er yes please,accept,le211730,agreement
a,hold the line please,hold,le211730,turn
b,operator could you do you know the um dialling code for please,reqInfo,le211760,directive
a,i don't i'm afraid,answ,le211760,answer
a,you'll need directory enquiries on,answElab,le211760,inform
a,would you like me to put you through to them,offer,le211760,commissive
b,oh,backch,le211760,feedback
b,yes please,accept,le211760,agreement
a,hold the line please,hold,le211760,turn
b,sorry to bother you,expressRegret,le212230,apology
b,are you able to help me um,reqInfo,le212230,directive
b,i need a company's um telephone number that's called,inform,le212230,inform
b,and these are crane hire specialists,inform,le212230,inform
a,i,backch,le212230,feedback
a,right,ackn,le212230,feedback
a,i'm afraid you'll need directory enquiries on would you like me to put you through to them hold the line please,inform,le212230,inform
a,would you like me to put you through to them,reqDirect,le212230,directive
b,i appreciate that,appreciate,le212230,feedback
a,hold the line please,hold,le212230,turn
b,oh could you get me a telephone number please,direct,le212420,directive
a,certainly,accept,le212420,agreement
a,what difficulties were you having with the number,reqInfo,le212420,directive
b,pardon,pardon,le212420,apology
a,sorry,expressRegret,le212420,apology
a,you have a number and you're having trouble with it or you're after a,confirm,le212420,answer
b,i just i just do it,inform,le212420,inform
b,i think it's changed the,expressOpinion,le212420,inform
b,i've been using it,inform,le212420,inform
b,and i it i i can't get any reply,inform,le212420,inform
a,what was the number please,reqInfo,le212420,directive
b,the number i want is thank you if you will please,answ,le212420,answer
a,right,ackn,le212420,feedback
a,you'll need directory enquiries on shall i put you through to them thank you,inform,le212420,inform
a,shall i put you through to them,offer,le212420,commissive
b,thank you,thank,le212420,thanking
b,if you will please,accept,le212420,agreement
a,thank you,backch,le212420,feedback
b,oh hello,greet,le212820,greeting
b,could you help me,direct,le212820,directive
b,there's been somebody phoning me all afternoon,inform,le212820,inform
b,and it's every couple of minutes,inform,le212820,inform
b,and every time i get to the phone it's dead,inform,le212820,inform
b,and i pressed and it's given me a number but it's it's a fax line for somebody but i just thought yeah i just don't i've had you know sort of faxes come through before at oddly hours but not one that's rang every couple of minutes for like hours it's just driving me mad right it's just the same number and i mean i've got an answer fax phone and it's on answer fax so if they try to send me a fax then it should take the fax but it's only ringing twice and then they keep stopping no no i don't know what they're doing but it's it's mm it's driving me mad ok i've rung that number and it's just a fax tone in me ear well i don't know who it is really or what to say i don't want i'm not personally expecting any faxes but i don't want to send some snotty fax because my husband's away during the week if he's expecting a fax but he would normally say but i say normally even if they have a problem within a couple of calls it's sorted but not this length of time well like i'll just i'll switch the phone on to telephone only and let it let it go that's ok thanks very much thanks very much bye,inform,le212820,inform
b,and it's given me a number,inform,le212820,inform
b,but it's it's a fax line for somebody,inform,le212820,inform
b,but i just thought,expressOpinion,le212820,inform
a,it's a fax line oh,confirm,le212820,answer
b,yeah,ackn,le212820,feedback
a,yeah,ackn,le212820,feedback
a,i bet you're i bet your um number's been programmed in um,expressOpinion,le212820,inform
b,i've had you know sort of faxes come through before at oddly hours but not one that's rang every couple of minutes for like hours,inform,le212820,inform
b,it's just driving me mad,raiseIssue,le212820,None
a,no,backch,le212820,feedback
a,it's,backch,le212820,feedback
a,yeah,ackn,le212820,feedback
a,it will do um,accept,le212820,agreement
a,what you'll need to do,refer,le212820,None
a,i mean we do have a department which deals with nuisance calls on if you'd like to give them a ring and uh oh so you i mean you you are expecting a fax are you oh you're not expecting a fax i i mean you think they're dialling a wrong number right i think it's obviously been programmed in and it's doing it automatically by the sounds of things yeah well it will do yes i i mean it needs to be sorted have a word with and and let them take it up for you um other than that the number that's sending it to you you could perhaps yeah and you've not got a fax you could send no no yeah yeah yeah um you know obviously there's a hiccup their end i would think if it's i think probably it's programmed in and it's doing it automatically by the sounds of it yeah ok but certainly i mean if it if it continues or you want to have a call uh uh uh a word with your nuisance calls bureau they'll take it up for you uh yes and then you ask for the nuisance calls bureau ok byebye,inform,le212820,inform
b,right,ackn,le212820,feedback
a,if you'd like to give them a ring and uh,suggest,le212820,directive
b,it's just the same number,inform,le212820,inform
b,and i mean i've got an answer fax phone,inform,le212820,inform
b,and it's on answer fax,inform,le212820,inform
b,so,init,le212820,discourse
b,if they try to send me a fax,inform,le212820,inform
b,then it should take the fax,inform,le212820,inform
b,but it's only ringing twice and then they keep stopping,inform,le212820,inform
a,oh,ackn,le212820,feedback
a,so,init,le212820,discourse
a,you i mean you you are expecting a fax are you,reqInfo,le212820,directive
b,no,answ,le212820,answer
a,oh,ackn,le212820,feedback
a,you're not expecting a fax,confirm,le212820,answer
a,i i mean you think they're dialling a wrong number,reqInfo,le212820,directive
b,no,backch,le212820,feedback
b,i don't know what they're doing,expressOpinion,le212820,inform
a,right,ackn,le212820,feedback
b,but it's it's,inform,le212820,inform
a,i think it's obviously been programmed in,expressOpinion,le212820,inform
a,and it's doing it automatically by the sounds of things,expressOpinion,le212820,inform
b,mm it's driving me mad,raiseIssue,le212820,None
a,yeah,ackn,le212820,feedback
a,well,init,le212820,discourse
a,it will do,accept,le212820,agreement
a,yes,ackn,le212820,feedback
a,i i mean it needs to be sorted,inform,le212820,inform
a,have a word with and,direct,le212820,directive
a,and let them take it up for you um,direct,le212820,directive
a,other than that the number that's sending it to you,refer,le212820,None
a,you could perhaps,suggest,le212820,directive
b,ok,backch,le212820,feedback
b,i've rung that number,inform,le212820,inform
b,and it's just a fax tone in me ear,inform,le212820,inform
a,yeah,ackn,le212820,feedback
a,and you've not got a fax you could send,reqInfo,le212820,directive
b,well,init,le212820,discourse
b,i don't know who it is really or what to say,inform,le212820,inform
b,i don't want i'm not personally expecting any faxes,inform,le212820,inform
b,but i don't want to send some snotty fax,inform,le212820,inform
b,because my husband's away during the week,inform,le212820,inform
b,if he's expecting a fax,inform,le212820,inform
b,but he would normally say,inform,le212820,inform
b,but i say normally even if they have a problem within a couple of calls,inform,le212820,inform
b,it's sorted but not this length of time,inform,le212820,inform
a,no,backch,le212820,feedback
a,no,backch,le212820,feedback
a,yeah,backch,le212820,feedback
a,yeah,backch,le212820,feedback
a,yeah,ackn,le212820,feedback
a,um you know obviously there's a hiccup their end i would think,expressOpinion,le212820,inform
a,and it's doing it automatically by the sounds of it,expressOpinion,le212820,inform
b,well,init,le212820,discourse
b,like i'll just i'll switch the phone on to telephone only and let it let it go,informIntent,le212820,commissive
a,yeah,backch,le212820,feedback
a,ok,accept,le212820,agreement
a,if it if it continues or you want to have a call uh uh uh a word with your nuisance calls bureau,inform,le212820,inform
a,they'll take it up for you,inform,le212820,inform
b,that's ok thanks very much thanks very much bye,confirm,le212820,answer
a,uh yes,ackn,le212820,feedback
a,and then you ask for the nuisance calls bureau,inform,le212820,inform
b,ok,ackn,le212820,feedback
b,thanks very much,thank,le212820,thanking
a,ok,init,le212820,discourse
a,byebye,bye,le212820,goodbye
b,thanks very much,backch,le212820,feedback
b,bye,bye,le212820,goodbye
b,hi,greet,le212980,greeting
b,i wonder if you could help me,direct,le212980,directive
b,i'm trying to get through to two mobile phone numbers for emergencies,informIntent,le212980,commissive
b,and i'm just getting cut off i don't know if you could do something to help me well it just rings and then it stops ringing and i have nothing yes yes double yeah yeah,inform,le212980,inform
b,i don't know if you could do something to help me,direct,le212980,directive
a,i can try it for you certainly,accept,le212980,agreement
a,yeah,ackn,le212980,feedback
a,what happens when you,reqInfo,le212980,directive
b,well,init,le212980,discourse
b,it just rings and then it stops ringing,answ,le212980,answer
b,and i have nothing,answElab,le212980,inform
a,but you actually get a ringing tone do you,reqInfo,le212980,directive
b,yes yes double yeah yeah,answ,le212980,answer
a,thank you,thank,le212980,thanking
a,and what what's the number,reqInfo,le212980,directive
b,double yeah yeah,answElab,le212980,inform
a,double did it ring for this length of time before dern,echo,le212980,feedback
b,yeah yeah,ackn,le212980,feedback
a,did it ring for this length of time before,reqInfo,le212980,directive
b,yeah,ackn,le212980,feedback
b,hello,greet,le213430,greeting
b,yes,init,le213430,discourse
b,could i have a number for please,reqInfo,le213430,directive
a,are you,reqInfo,le213430,directive
a,oh you need directory enquiries on would you like me to connect you thank you,inform,le213430,inform
a,would you like me to connect you,offer,le213430,commissive
b,yes please,accept,le213430,agreement
a,thank you,thank,le213430,thanking
b,sorry about that,expressRegret,le213430,apology
b,hi,greet,le213620,greeting
b,yeah,init,le213620,discourse
b,i'm not sure if this is the the right number,expressOpinion,le213620,inform
b,but i was wondering if you could tell me the cheap rate to phone please,reqInfo,le213620,directive
b,yeah,ackn,le213620,feedback
b,cheap rate,refer,le213620,None
b,what what times it would be,reqInfo,le213620,directive
a,erm,backch,le213620,feedback
a,well,init,le213620,discourse
a,we have three rates,answ,le213620,answer
a,the daytime rate runs from eight in the morning till six in the evening that's the most expensive time it's pence a minute the night time rate is from six in the evening through to eight the following morning Monday to Friday that's pence a minute and the weekend rate which is midnight Friday till midnight Sunday is pence a minute and they all include there is not a lot in them really is there uh yes they're oh yeah they're in line with the national calls anyway alright bye,answElab,le213620,inform
a,that's the most expensive time,answElab,le213620,inform
a,it's pence a minute,answElab,le213620,inform
a,the night time rate is from six in the evening through to eight the following morning Monday to Friday,answElab,le213620,inform
a,that's pence a minute and the weekend rate which is midnight Friday till midnight Sunday is pence a minute and they all include there is not a lot in them really is there uh yes they're oh yeah they're in line with the national calls anyway alright bye,answElab,le213620,inform
b,uh,backch,le213620,feedback
b,huh huh,ackn,le213620,feedback
a,and the weekend rate which is midnight Friday till midnight Sunday is pence a minute,answElab,le213620,inform
a,and they all include,answElab,le213620,inform
a,there is not a lot in them really is there,expressOpinion,le213620,inform
b,ok,backch,le213620,feedback
b,no,accept,le213620,agreement
b,they're not they're not a great deal,expressOpinion,le213620,inform
a,uh,backch,le213620,feedback
a,yes,accept,le213620,agreement
a,they're oh yeah they're in line with the national calls anyway,inform,le213620,inform
b,alright,backch,le213620,feedback
b,ok,ackn,le213620,feedback
b,cheers,thank,le213620,thanking
b,thanks very much cheers,thank,le213620,thanking
b,bye,bye,le213620,goodbye
a,alright,backch,le213620,feedback
a,bye,backch,le213620,feedback
b,um good afternoon i'm phoning a number out of the Yellow Pages and it says it's it's want not been recognised what does that mean oh um yeah okay thank you then ok byebye,greet,le213970,greeting
b,i'm phoning a number out of the Yellow Pages,inform,le213970,inform
b,and it says it's it's want not been recognised,inform,le213970,inform
b,what does that mean,reqInfo,le213970,directive
a,yeah,backch,le213970,feedback
a,uh it could mean that's uh no longer in use the number or that the number's changed,expressPossibility,le213970,inform
a,how recent is the is the yellow pages,reqInfo,le213970,directive
b,oh,backch,le213970,feedback
b,um yeah okay thank you then ok byebye,answ,le213970,answer
a,uh i think that's probably uh yeah i think that's probably why i think it's probably out of date ok then thank you byebye,expressOpinion,le213970,inform
b,yeah,accept,le213970,agreement
a,uh yeah,ackn,le213970,feedback
a,i think that's probably why i think,expressOpinion,le213970,inform
a,it's probably out of date,expressPossibility,le213970,inform
b,okay,backch,le213970,feedback
b,thank you then,thank,le213970,thanking
a,ok then,init,le213970,discourse
b,ok,ackn,le213970,feedback
b,byebye,bye,le213970,goodbye
a,thank you,thank,le213970,thanking
a,byebye,bye,le213970,goodbye
b,yeah,ackn,le214320,feedback
b,could you help me please um,direct,le214320,directive
b,you know the,confirm,le214320,answer
b,i've i'm dialling it cause i i've been out and i'm getting the um somebody saying i've got no more return calls no ha usually no it don't usually it says the last person who's called what do you mean how long oh i had one last night is it because oh i've had one oh it's gone longer than that before but that's what it means anyway just means that no one else has called you in between times no return oh oh i i'll wait for somebody to call me and then try it then,inform,le214320,inform
b,and i'm getting the um somebody saying i've got no more return calls,inform,le214320,inform
a,mm,backch,le214320,feedback
a,that means nobody nobody's called you basically,inform,le214320,inform
b,no,backch,le214320,feedback
b,no,negate,le214320,disagreement
b,it don't,negate,le214320,disagreement
b,usually it says the last person who's called,inform,le214320,inform
a,yeah,ackn,le214320,feedback
a,but if no one's called you for a certain amount of time okay not exactly sure i think it's a day or something twenty four hours and it says we've got no more stored numbers for you yeah yeah if it's a uh i don't know how long it is it's a period of time oh i'll wait till oh well no yeah nobody's called you ok yeah thank you bye,inform,le214320,inform
b,what do you mean,reqInfo,le214320,directive
b,how long,reqInfo,le214320,directive
a,not exactly sure,answ,le214320,answer
a,i think it's a day or something twenty four hours,expressOpinion,le214320,inform
a,and it says we've got no more stored numbers for you,inform,le214320,inform
b,oh,exclaim,le214320,None
b,i had one last night,inform,le214320,inform
a,yeah yeah,ackn,le214320,feedback
a,uh i don't know how long it is,inform,le214320,inform
a,it's a period of time,inform,le214320,inform
b,is it,reqInfo,le214320,directive
b,because oh i've had one,inform,le214320,inform
b,oh it's gone longer than that before,inform,le214320,inform
b,but that's what it means anyway,confirm,le214320,answer
b,just means that no one else has called you in between times,confirm,le214320,answer
a,oh well,backch,le214320,feedback
a,no,backch,le214320,feedback
b,no,negate,le214320,disagreement
b,return,confirm,le214320,answer
a,yeah,ackn,le214320,feedback
a,nobody's called you,inform,le214320,inform
b,oh oh,backch,le214320,feedback
b,i i'll wait for somebody to call me and then try it then,informIntent,le214320,commissive
a,ok,backch,le214320,feedback
a,yeah,ackn,le214320,feedback
a,thank you bye,thank,le214320,thanking
b,hi,greet,le214330,greeting
b,could i have the number for directory enquiries please,reqInfo,le214330,directive
a,it's oh thank you,answ,le214330,answer
b,oh is it to,ackn,le214330,feedback
b,cheers,thank,le214330,thanking
a,oh,exclaim,le214330,None
a,thank you,thank,le214330,thanking
b,hello,greet,le214390,greeting
b,operator can you try this number for me,direct,le214390,directive
a,yeah,ackn,le214390,feedback
a,what seems to be the problem with it,reqInfo,le214390,directive
b,uh i don't know what's is this number temporarily order or something yeah ok hold the line for me then please it's ok is it ok right but bye,inform,le214390,inform
a,well,init,le214390,discourse
a,what happens when you dial it,reqInfo,le214390,directive
b,what's,reqInfo,le214390,directive
b,is this number temporarily order or something,answ,le214390,answer
a,it says it's what,reqInfo,le214390,directive
a,temporarily out of order,confirm,le214390,answer
b,yeah,backch,le214390,feedback
b,ok,ackn,le214390,feedback
b,hold the line for me then please,hold,le214390,turn
a,ok,backch,le214390,feedback
a,what's the code and number please,reqInfo,le214390,directive
b,it's ok is it ok right but bye,answ,le214390,answer
a,thank you,thank,le214390,thanking
a,hold the line for me now please,hold,le214390,turn
b,ok is it ok right but bye,ackn,le214390,feedback
a,ok,init,le214390,discourse
a,let me just try it first of all yeah it's a line fault that's yeah it's a problem with the line yeah it's actually a cable number and they've there is a problem with the line they are aware of it i know that engineers are aware ok alright sorry about that byebye,informIntent,le214390,commissive
a,yeah,ackn,le214390,feedback
a,it's a line fault,init,le214390,discourse
a,yeah,init,le214390,discourse
a,it's a problem with the line,inform,le214390,inform
a,yeah,init,le214390,discourse
a,it's actually a cable number,inform,le214390,inform
a,there is a problem with the line,inform,le214390,inform
a,they are aware of it,inform,le214390,inform
a,i know that engineers are aware ok,inform,le214390,inform
b,is it,backch,le214390,feedback
b,ok,ackn,le214390,feedback
a,alright,init,le214390,discourse
b,right,ackn,le214390,feedback
a,sorry about that,expressRegret,le214390,apology
a,byebye,bye,le214390,goodbye
b,but,backch,le214390,feedback
b,bye,bye,le214390,goodbye
b,um operator i'm trying to get through this number,informIntent,le214440,commissive
a,pardon,pardon,le214440,apology
b,i'm trying sorry i'm trying to get this number is this um is this international which one do i need for um international yes please go on then thanks yes ok thanks,informIntent,le214440,commissive
b,is this um is this international which one do i need for um international yes please go on then thanks yes ok thanks,reqInfo,le214440,directive
a,ye,ackn,le214440,feedback
b,is this international,reqInfo,le214440,directive
a,no,answ,le214440,answer
a,it isn't,answElab,le214440,inform
b,which one do i need for um international,reqInfo,le214440,directive
a,you want international,confirm,le214440,answer
a,it's shall i transfer you thank you thank you are queuing your call now,answ,le214440,answer
a,shall i transfer you thank you thank you are queuing your call now,offer,le214440,commissive
b,yes please,accept,le214440,agreement
b,go on then,direct,le214440,directive
a,thank you,thank,le214440,thanking
b,thanks yes ok thanks,thank,le214440,thanking
a,thank you,thank,le214440,thanking
a,are queuing your call now,inform,le214440,inform
b,yes,backch,le214440,feedback
b,ok,ackn,le214440,feedback
b,thanks,thank,le214440,thanking
b,hello,greet,le214670,greeting
b,which number is it to uh find other people's numbers,reqInfo,le214670,directive
a,it's caller,answ,le214670,answer
b,right,ackn,le214670,feedback
b,thanks,thank,le214670,thanking
b,bye,bye,le214670,goodbye
a,thank you,thank,le214670,thanking
a,bye bye,bye,le214670,goodbye
b,bye,bye,le214670,goodbye
b,hello,greet,le214900,greeting
a,right,ackn,le214900,feedback
a,just bear with me,hold,le214900,turn
a,and i'll be able to tell you the price,informIntent,le214900,commissive
a,what your wanting to know,refer,le214900,None
a,how much it would cost to phone now,reqInfo,le214900,directive
b,well,init,le214900,discourse
b,yeah,answ,le214900,answer
b,after o'clock sort of time,answElab,le214900,inform
b,i mean i keep phoning up,inform,le214900,inform
b,and i just suddenly thought is my bill going to be ridiculous or not,inform,le214900,inform
a,yeah,backch,le214900,feedback
a,i'll let you know right,informIntent,le214900,commissive
a,if you're phoning after o'clock,inform,le214900,inform
a,it's point pence a minute,answ,le214900,answer
b,oh really,exclaim,le214900,None
a,yeah,ackn,le214900,feedback
a,you're best time to call is at the week-end when it's pence a minute,suggest,le214900,directive
b,right,ackn,le214900,feedback
a,ok,init,le214900,discourse
b,that's that's it's just outside is that all the same p a minute oh that's a bargain i was well shocked one lad just told me it would be about a quid a minute and i was about alright goes alright no it's home number well i hope she's given me a number i hope it's her home number right like yeah i'd only phone before six after six anyway well what a bargain thanks very much cheers bye,confirm,le214900,answer
b,is that all the same,reqInfo,le214900,directive
a,it,backch,le214900,feedback
a,it's all the same anywhere anywhere um anywhere in the country with a different code to yours is for is the same price,answ,le214900,answer
a,yeah oh no no not unless you're calling a mobile you're not calling a mobile are you no just and it's just an ordinary number yeah it's point pence a minute it's pence a minute in the day time i e before six o'clock yeah yeah point pence a minute alright then thank you byebye,ackn,le214900,feedback
b,oh that's a bargain,expressOpinion,le214900,inform
b,i was well shocked one lad just told me it would be about a quid a minute,inform,le214900,inform
a,oh no,negate,le214900,disagreement
b,alright,ackn,le214900,feedback
a,no,backch,le214900,feedback
a,you're not calling a mobile are you,reqInfo,le214900,directive
b,no,answ,le214900,answer
b,it's home number,answElab,le214900,inform
b,well,init,le214900,discourse
b,i hope she's given me a number i hope it's her home number,expressWish,le214900,inform
a,no just and,backch,le214900,feedback
a,it's just an ordinary number,confirm,le214900,answer
a,yeah,confirm,le214900,answer
a,it's point pence a minute,inform,le214900,inform
a,it's pence a minute in the day time i e before six o'clock,inform,le214900,inform
b,right like yeah,backch,le214900,feedback
b,i'd only phone before six after six anyway,inform,le214900,inform
a,yeah yeah,ackn,le214900,feedback
b,well,init,le214900,discourse
b,what a bargain,exclaim,le214900,None
b,thanks very much,thank,le214900,thanking
b,cheers,thank,le214900,thanking
b,bye,bye,le214900,goodbye
a,thank you,thank,le214900,thanking
a,byebye,bye,le214900,goodbye
b,ah hello,greet,le215110,greeting
b,um uh i've tried the um,inform,le215110,inform
b,and i can't seem to get the number of railway station,inform,le215110,inform
a,mm,backch,le215110,feedback
a,right well,ackn,le215110,feedback
a,you need directory enquiries,inform,le215110,inform
a,shall i connect you,offer,le215110,commissive
b,please,accept,le215110,agreement
a,thank you,thank,le215110,thanking
b,hello,greet,le215470,greeting
b,how are you,reqInfo,le215470,directive
a,i'm fine,answ,le215470,answer
a,thank you,thank,le215470,thanking
b,jolly good,ackn,le215470,feedback
b,i've been told that i can get uh a call barring service,inform,le215470,inform
b,i can't get through to your whatsname if anyone dials before they dial their number er i can get it yeah it doesn't um ring in to me right yeah it's closed yeah what i get's the i work night shift and uh uh and i and i get these dickheads that phone me up and say yeah do you want to buy this telephone system or this double glazing yes  no yeah yeah i work and i finish at five i'll i'll ring them when i wake up tomorrow after noon yeah well i've got an answerphone on that says basic it says if if you're a yeah alright love i'll give them a ring in the morning oh ya oh ya oh ya heard it about it tonight yeah i might i might switch to cable telephones no keep you in a job i i like quarterly bills i don't like bloody monthly bills alright my love thanks a lot yeah byebye,inform,le215470,inform
b,er i can get it,confirm,le215470,answer
a,yeah,backch,le215470,feedback
a,you can get it,pardon,le215470,apology
b,yeah,ackn,le215470,feedback
a,doesn't let them you doesn't let them,complete,le215470,None
b,ring in to me,complete,le215470,None
a,yeah,ackn,le215470,feedback
a,that that is i'm not sure if we have that for customers,expressOpinion,le215470,inform
a,i know it is for cable customers,inform,le215470,inform
a,i'm not sure about it for customers actually,expressOpinion,le215470,inform
a,erm what i'd suggest you did erm,suggest,le215470,directive
a,you've you've just half an hour too late actually,inform,le215470,inform
a,cause er it's closed,inform,le215470,inform
a,yeah,ackn,le215470,feedback
a,you you need to call again at o'clock in the morning,suggest,le215470,directive
b,right,backch,le215470,feedback
b,yeah it's closed,backch,le215470,feedback
b,yeah,ackn,le215470,feedback
b,what i get's the i work night shift and uh uh and i and i get these dickheads that phone me up and say yeah do you want to buy this telephone system or this double glazing yes  no yeah yeah i work and i finish at five i'll i'll ring them when i wake up tomorrow after noon yeah well i've got an answerphone on that says basic it says if if you're a yeah alright love i'll give them a ring in the morning oh ya oh ya oh ya heard it about it tonight yeah i might i might switch to cable telephones no keep you in a job i i like quarterly bills i don't like bloody monthly bills alright my love thanks a lot yeah byebye,inform,le215470,inform
b,i work night shift and uh,inform,le215470,inform
a,oh do you,ackn,le215470,feedback
a,they're open eight,inform,le215470,inform
b,uh and i and i get these dickheads that phone me up and say yeah do you want to buy this telephone system or this double glazing,inform,le215470,inform
a,hmm,backch,le215470,feedback
a,yeah,ackn,le215470,feedback
a,you don't need it,expressOpinion,le215470,inform
a,i know i know because i work night shifts on the time as well,inform,le215470,inform
a,you don't need it do you,expressOpinion,le215470,inform
a,no,negate,le215470,disagreement
a,i appreciate that,accept,le215470,agreement
a,yeah,ackn,le215470,feedback
a,that would be the best thing to do if um if you can ring sometime we're open eight in the morning to eight in the evening um,suggest,le215470,directive
a,if that would coincide with sometime with your shifts,suggest,le215470,directive
a,it should do shouldn't it,confirm,le215470,answer
