Speaker,Utterance,Dialogue_Act,Dialogue_Act_ISO
USR,Bye!,thankyou,thanking
USR,Barcelona to anywhere for 0 dollars,inform,inform
SYS,We do not offer free trips,no_result,
USR,400 bucks then,inform,inform
SYS,"We happen to have some sales out of Barcelona at the moment, depending on your departure date.",request,directive
SYS,Do you have any preference?,request,directive
USR,"don’t care nope, whenever",inform,inform
SYS,How does Rome sound for 11 days?,offer,commissive
SYS,We have the Secret Bay available there from  Sept 6 to Sept 16.,offer,commissive
SYS,This hotel has not been rated yet but includes wifi and breakfast at a price of 384.43USD.,offer,commissive
USR,"But before I rush into it, would there be any other trips in my budget?",request_alts,directive
SYS,The Hotel Peter in Hamburg ia available from August 31st to Sept 9th  at a price of 341.20USD.,offer,commissive
SYS,"This one has a 3 star rating and includes free parking, wifi and breakfast.",offer,commissive
USR,I think I’d prefer Rome.,inform,inform
USR,lets book it,inform,inform
SYS,I will go ahead and get that booked for you.,inform,inform
SYS,Have a great week.,inform,inform
USR,Tel Aviv - San Francisco please,inform,inform
SYS,"Hi there, what dates are you looking to make this trip on?",request,directive
USR,"dates are flexible, doesn't matter when",inform,inform
SYS,"Alright, and this would be for how many adults and children?",request,directive
USR,just one adult,inform,inform
SYS,I regret to inform you that we do not have this flight listed.,suggest,directive
SYS,Could we help you with another destination?,suggest,directive
USR,what if I leave from Maceio,inform,inform
SYS,I've got results for this trip!,request,directive
SYS,"To help me narrow them down, do you have a budget in mind for this trip?",request,directive
USR,3200,inform,inform
SYS,"Great, I've got an 11 day trip from August 31 to September 9, where you will be staying at the Twin Canyon Inn and Suites.",offer,commissive
SYS,Does this sound good to you?,offer,commissive
USR,What is in the hotel's vicinity,request,directive
SYS,"Its at the heart of the city, and is near a museum!",inform,inform
USR,lets book it,inform,inform
SYS,"Perfect, I'll send over the confirmation shortly.",inform,inform
USR,thanks,thankyou,thanking
USR,hi i want 2 bring my wife and kid 2 boston from philadelphia for 1600 from august 30 until september 14,inform,inform
SYS,Will this be for 2 adults and 2 children?,confirm,answer
USR,1 kid,inform,inform
SYS,I have nothing available during this time period.,request,directive
SYS,Are your dates flexible?,request,directive
USR,what about for 2600,inform,inform
SYS,Are your dates flexible?,request,directive
USR,not really,inform,inform
SYS,"By increasing your budget, I do show two results; an 11 day package and a 5 day package withing your time frame.",suggest,directive
SYS,How long would you like to go for?,suggest,directive
USR,11 days would be amazing,switch_frame,
SYS,The Mirror Inn  is a 2 star hotel with a guest rating of  6.61/10.,inform,inform
SYS,"Your $1639.44USD package includes breakfast, wifi and even free parking.",inform,inform
SYS,Take off is on August 31st and return is on Sept 10th.,inform,inform
SYS,How does this suit you?,inform,inform
USR,Is the 5 day package also at a 2 star hotel?,request,directive
SYS,Yes it is actually at the same hotel.,,
SYS,The 5 day package is more expensive than the 11 day package.,,
USR,what would be available in Phoenix same parameters,inform,inform
SYS,Flying out of Boston again?,confirm,answer
USR,no.,inform,inform
USR,philadelphia is our departure point,inform,inform
SYS,The Prism is available for 5 or 8 days.,offer,commissive
SYS,"This one is a higher rated 2.5 star hotel also including breakfast, wifi and parking.",offer,commissive
SYS,coming out of Philadelphia,offer,commissive
USR,Can you check out Montreal for me?,inform,inform
SYS,How about a 3 star in Phoenix.,no_result,
SYS,I also have the The Recreation Inn  available in Phoenix for 6 days at 1309.57USD.,no_result,
SYS,September 9th to 14th.,no_result,
SYS,"All amenities included again breakfast, wifi, parking.",no_result,
SYS,I have nothing available from  Philadelphia to Montreal.,no_result,
USR,"Ok, is the 6 day package hotel located near a park?",request,directive
SYS,"No park, but it is close the university and museum and has a 6.91 / 10 guest rating.",inform,inform
USR,"but just in case, I'm gonna run over it with my family/. I'll let you know later, thanks!",goodbye,goodbye
USR,you can help me find a trip.,inform,inform
USR,from miami,,
to tijuana,,,
between august thirtieth until september third,,,
one adult,inform,,
SYS,Great!,suggest,directive
SYS,I've got exactly what you're looking for.,suggest,directive
SYS,Would you prefer to fly economy or business class?,suggest,directive
USR,how much is business,request,directive
SYS,Our business class package would come to 1389.63USD.,offer,commissive
USR,what are the dates?,request,directive
USR,and details,request,directive
SYS,"The dates are as you requested, departing August 30 and returning September 3.",inform,inform
SYS,You would be staying at the Hotel Perfection near a lovely park.,inform,inform
SYS,"Free wifi, breakfast, and parking are all included in the deal!",inform,inform
USR,that one is 1389 dollars?,confirm,answer
SYS,Yes it is!,suggest,directive
SYS,Would you like for me to confirm this booking?,suggest,directive
USR,what is the hotel rating,request,directive
SYS,The hotel is rated 2.5 stars,inform,inform
USR,ok well I will think think about it,,
USR,"Hi, I need be at Athens for a few days between Aug 27 and Sep 12.",request,directive
USR,Do you know how much it will be?,request,directive
SYS,Where are you leaving from?,request,directive
USR,Sendai,inform,inform
SYS,Do you have a budget?,request,directive
USR,The maximum I can spend is 4900,inform,inform
SYS,Travelling alone?,suggest,directive
USR,Yup,affirm,answer
SYS,We have one package.,offer,commissive
SYS,It is a 3 star hotel near the mall and free parking and wifi.,offer,commissive
SYS,The flight departs August 30th and returns September 8th.,offer,commissive
SYS,The business package cost is 4386.50 and the economy package cost is 3288.82.,offer,commissive
USR,Is this the only option you have?,confirm,answer
SYS,Yes.,affirm,answer
USR,Can you also check options for Chicago then?,inform,inform
USR,Same criteria,inform,inform
SYS,We have one results at a 2 star hotel near the airport and a park.,offer,commissive
SYS,"The hotel has a 7.06/10 guest rating and offers free parking, breakfast, and wifi.",offer,commissive
SYS,This trip is from August 30th to September 11th and costs 3840.25.,offer,commissive
USR,Is that flying business?,request,directive
SYS,Economy.,inform,inform
USR,"Lastly, can you help me check for Vancouver?",inform,inform
SYS,"We have a 4 star hotel, 10/10 guest rating, near a park and museum, and offers free parking, breakfast, and wifi.",offer,commissive
SYS,This package is from September 2nd to 6th and is a business flight.,offer,commissive
SYS,The total cost is 4390.96.,offer,commissive
USR,And that's the only option for Vancouver?,confirm,answer
SYS,"No, there are others.",inform,inform
SYS,What are you looking for specifically?,inform,inform
USR,I would prefer cheaper options,inform,inform
SYS,"Our cheapest package is a 4 star hotel near a park, museum, and cathedral, 8.8/10 guest rating, free breakfast, wifi, and parking.",inform,inform
SYS,"This is from August 27th to 31st, economy flight, and the cost is 2866.11.",inform,inform
USR,Nice!,request,directive
USR,Did you also have a cheaper option for Chicago other than the one you already sent me?,request,directive
SYS,"No, sorry, that was the only result.",sorry,apology
USR,"No worries, I will take the Vancouver one that's $2866.11!",inform,inform
SYS,Great!,inform,inform
SYS,Your package is booked!,inform,inform
SYS,Have a great day and safe travels!,inform,inform
USR,Thanks!,thankyou,thanking
USR,got a big family trip coming up tomorrow that I havent booked yet - ha!,inform,inform
USR,we have 13800 to bring our 5 kids somewhere.,inform,inform
USR,need to be back by september 17 for work,inform,inform
SYS,"Sounds great, where would you like to go?",request,directive
USR,we live in St. Petersburg and want to check out Munich,inform,inform
SYS,Absolutely.,request,directive
SYS,How many adults would be on this trip?,request,directive
USR,2 adults.,inform,inform
USR,and of course the 5 youngsters,inform,inform
SYS,We've got what you're looking for!,offer,commissive
SYS,How does Munich from September 6 to 12 in a five-star hotel sound?,offer,commissive
USR,"five stars, yes!",request,directive
USR,I like it!,request,directive
USR,what are the deets?,request,directive
SYS,"You would be staying near the university, and wifi-comes free.",inform,inform
USR,price?,request,directive
SYS,"At 9449.92USD, you would be well under budget.",inform,inform
USR,St. Louis,inform,inform
SYS,"I could offer you yet another 5-star hotel stay, this time a longer trip too - August 31 to September 14!",offer,commissive
USR,you’re giving me life here today!,request,directive
USR,what would the hotel be like?,request,directive
SYS,"This hotel gives you free breakfast and wi-fi, and guests have showered it with a 8.98/10 rating.",inform,inform
USR,Awesome!!!!!,request,directive
USR,what is that hotel called,request,directive
SYS,Lunar,inform,inform
USR,what is available in Burlington?,inform,inform
SYS,"You could get away for a very economical price at 1879.2USD, if you choose to stay at the 2.5 star Excursion Motel from September 7-14.",sorry,apology
USR,hmm I can’t possibly pass on two 5 star offers.,request,directive
USR,what is the price for the Lunar package?,request,directive
SYS,"It would be quite reasonable, at 5122.47USD.",inform,inform
USR,very reasonable indeed,,
lots left over for another vacay perhaps!,request,,
USR,is the hotel located near the beach or anything like that?,request,directive
SYS,"Unfortunately, I cannot say that it is.",sorry,apology
USR,"ah well, I’m sure it’ll be more than suitable.",inform,inform
USR,i think ill go ahead with that booking,inform,inform
SYS,"Great, it is done!",inform,inform
USR,thanks bud!,thankyou,thanking
USR,Get me to Fukuoka,inform,inform
SYS,Where are you leaving from?,request,directive
USR,Toronto.,inform,inform
USR,I can only spend $4100 and travel between Aug 31 and Sep 7,inform,inform
SYS,Are you travelling alone?,suggest,directive
USR,"nope, with my assistant",inform,inform
SYS,I found one result for Fukuoka.,offer,commissive
SYS,"This is a 3 star hotel, 6.61/10 guest rating, free wifi, and it is in the heart of the city.",offer,commissive
SYS,The trip is from August 31st to September 7th and is an economy flight.,offer,commissive
SYS,Total price is 3824.56.,offer,commissive
USR,What about Mexico City?,inform,inform
SYS,"This is a 3.5 star hotel, 8.37/10 guest rating, free parking and wifi, and the hotel is near the beach, shopping, and a mall.",offer,commissive
SYS,This package is from September 1st to 7th.,offer,commissive
SYS,The cost for the business package is 2315.20 and the cost for the economy package is 1874.48.,offer,commissive
USR,Do you know if it is close to parks?,request,directive
SYS,"No park, just the beach, shopping, and mall.",inform,inform
USR,Is the Fukuoka one close to a park?,request,directive
SYS,"No park, but this is in the heart of the city.",inform,inform
USR,"Okay, I want to book the economy one for Mexico City.",switch_frame,
SYS,Great!,inform,inform
SYS,Your flight is booked!,inform,inform
SYS,You will receive a confirmation email shortly!,inform,inform
SYS,Have a nice day!,inform,inform
USR,i want to go somewhere,inform,inform
SYS,I want to help you go somewhere.,request,directive
SYS,But where did you have in mind?,request,directive
USR,idk.,inform,inform
USR,i will leave from calgary,inform,inform
SYS,How does 17 days in Puebla sound?,offer,commissive
USR,i can travel between september 1 and september 20.,inform,inform
USR,3700 dollar budget,inform,inform
SYS,"Perfect, then you might enjoy a stay at the Grand Brewery Mexico between September 1 and 17 for 1817.31USD.",inform,inform
USR,"done, book",inform,inform
USR,I need to get to Porto Alegre.,inform,inform
USR,from Lima,,
I need to return by September 10,,,
but I will leave as soon as possible,,,
"and I'm bringing a friend, I'll be paying for her",inform,,
SYS,The most luxurious package with availability in Porto at the moment is the Golden Keep Hotel available for 5 days from Sept 6 to the 10th.,offer,commissive
SYS,"It is only a 4 star rated hotel, but it does have a perfect 10/10 guest rating, the highest rating possible.",offer,commissive
USR,what have you got available in Puebla,inform,inform
SYS,Nothing  at the moment.,request,directive
SYS,Are you able to change your dates at all?,request,directive
USR,I can return on the 11th instead.,inform,inform
USR,does that yield anything better?,inform,inform
SYS,No it does not.,no_result,
USR,well the Porto 4 star will have to do,switch_frame,
SYS,"It is near the beach, park and shopping with business class seats.",suggest,directive
SYS,Would you like me to book you?,suggest,directive
USR,"yes, do that",inform,inform
SYS,Total price for this package for 2 adults is 8723.68USD.,inform,inform
SYS,Thank you for your booking.,inform,inform
USR,thanks,thankyou,thanking
USR,I’m planning a family vacation for my half dozen little rug rats and wife!,inform,inform
USR,We’ve got fifteen grand put aside for this trip so spare no expense finding us a great stay!,inform,inform
USR,"Tijuana is where we live, and we have been talking about going to San Diego.",inform,inform
SYS,Lovely!,request,directive
SYS,How many adults and how many children will be traveling on this trip?,request,directive
USR,2 adults 6 kids,inform,inform
SYS,I've found a trip for you!,offer,commissive
SYS,"It would be at the Anomaly Inn & Suites, where you would be staying from September 12 to 17.",offer,commissive
SYS,Does this sound good to you?,offer,commissive
USR,ohh uh I should’ve told you that we are only free to travel from Sept 5-12.. my bad!,inform,inform
SYS,I can indeed.,offer,commissive
SYS,Does September 6-10 sound good?,offer,commissive
USR,That would work with our schedule.. what is the hotel like?,switch_frame,
SYS,"Its a 2.5 star near the park, but enjoys a 6.91/10 guest rating.",inform,inform
USR,What’s available in Ulsan?,inform,inform
SYS,"Unfortunately, nothing.",sorry,apology
USR,Really?,inform,inform
USR,Not even for 16000?,inform,inform
SYS,Not for any price - we just don't offer flights from Tijuana to Ulsan.,sorry,apology
SYS,Apologies!,sorry,apology
USR,"Ah, ok.",inform,inform
USR,Well last place we wanna check is Buenos Aires,inform,inform
SYS,We've got results in Buenos Aires!,suggest,directive
SYS,Would you prefer flying business or economy?,suggest,directive
USR,Can we afford both on our budget?,moreinfo,directive
USR,I think I’d like to hear about the hotel details first,moreinfo,directive
SYS,You certainly can afford both!,inform,inform
SYS,"The hotel is the the Olive Market Hotel, a 4 star hotel in the heart of the city, near a park.",inform,inform
USR,Great!,request,directive
USR,Amenities ?,request,directive
SYS,"Free parking, free breakfast, and free wifi!",inform,inform
USR,Sounds terrific!,request,directive
USR,What is the price comparison for economy flights compared to business class?,request,directive
SYS,"Business class costs 14258.97USD, and 11161.51USD for economy.",offer,commissive
USR,"hmm ok, well I think economy class would be better for us.",switch_frame,
USR,More money to spend on activities,switch_frame,
SYS,Should I go ahead and book this trip for you?,suggest,directive
USR,What are the dates?,request,directive
SYS,September 7 to 12.,inform,inform
USR,"Ok, let’s book it!",inform,inform
SYS,Done.,inform,inform
SYS,Have a wonderful trip!,inform,inform
USR,Thanks :smile:,thankyou,thanking
USR,"Hey, I need to take two of my clients for a few days on a business trip.",inform,inform
USR,We have to leave Aug 29,inform,inform
SYS,"I can help with that, where are you leaving from and where do you plan on going?",request,directive
USR,We'll be leaving from St. Petersburg.,inform,inform
USR,Can you check for trips to Osaka first?,inform,inform
SYS,"Certainly, this is for three adults?",confirm,answer
USR,yes,affirm,answer
SYS,"We don't have flights leaving on August 29, but would September 2 be okay?",suggest,directive
USR,Can you check whether you have Aug 29 for Brasilia then?,inform,inform
SYS,That I do!,offer,commissive
SYS,How does a 12 day trip to the Parallel Angel sound?,offer,commissive
USR,Do you have a shorter option?,negate,disagreement
USR,It's only a business trip and I might not want to spend 12 days with my clients,negate,disagreement
SYS,How does 9 days sound instead?,offer,commissive
USR,Can you also check check Athens for me?,inform,inform
SYS,We have an option for August 30 to September 11 in Athens.,offer,commissive
USR,What kind of hotel is it?,request,directive
SYS,"Its the Lunar Jewel Lodge, a 3 star hotel near the mall.",inform,inform
USR,and that's the only option?,request,directive
SYS,"Yes, thats the only hotel we have in Athens",affirm,answer
USR,okay back to Brasilia.,inform,inform
USR,Do you have something closer to 5 days?,inform,inform
SYS,"We have 7 day trips, but they all depart on September 8.",offer,commissive
SYS,Would you prefer these instead?,offer,commissive
USR,"You know what, the 9 days leaving Aug 29 sounds better.",request,directive
USR,business?,request,directive
SYS,"For 9382.7USD, I can book all of you on business class!",offer,commissive
USR,Awesome!,inform,inform
USR,Please book it,inform,inform
SYS,"Will do, and send an email confirmation your way.",inform,inform
SYS,Have a great trip!,inform,inform
USR,Thank you!,thankyou,thanking
USR,im leaving kingston need to go to rosario,inform,inform
SYS,Do you have a date of departure?,request,directive
USR,no.,inform,inform
USR,but i must return by sept 11,inform,inform
SYS,Will you be travelling accompanied by anyone else?,request,directive
USR,1 other adult,inform,inform
SYS,We have one flight/hotel package available available between now and Sept 11 at 4 star hotel in Rosario.,hearmore,
SYS,Would you like more details?,hearmore,
USR,fine,moreinfo,directive
SYS,It is an 11 day package at the Opportunity Suites located near shopping and including free wifi and breakfast.,inform,inform
SYS,The total price is  5831.3USD.,inform,inform
USR,guest rating?,request,directive
SYS,8.86 / 10,inform,inform
USR,any 5 stars in sao paulo?,inform,inform
SYS,No availability in Sao Paulo,no_result,
USR,leaving from Santos?,inform,inform
SYS,Neither,no_result,
USR,book rosario for 2 adults,switch_frame,
USR,NYC to St. Louis,inform,inform
SYS,Do you have a  budget?,request,directive
USR,2200,inform,inform
SYS,Are you travelling with anyone?,suggest,directive
USR,no,negate,disagreement
SYS,When would you like to leave?,request,directive
USR,sept 9,inform,inform
SYS,Our best package is from September 17th to September 24th at a 3.5 star hotel with 9.16/10 guest rating.,offer,commissive
SYS,"The hotel is near the airport and a theatre, they also offer free parking, breakfast, and wifi.",offer,commissive
SYS,This business flight package costs 2021.73.,offer,commissive
USR,i need to travel between sept 9 and 15,inform,inform
SYS,There are no packages within these dates.,no_result,
USR,what about on august 31st,inform,inform
SYS,You might be more satisfied with these results.,offer,commissive
SYS,"We have a 5 star hotel, 8.98/10 guest rating, free breakfast, and wifi, business class flights, departing August 31th and returning September 8th.",offer,commissive
SYS,This package comes to 1172.43.,offer,commissive
USR,what hotel?,request,directive
SYS,This is the Lunar,inform,inform
USR,ok lets book,inform,inform
USR,Hey!,inform,inform
USR,I need to get out of Jerusalem by Sep 2 for a while.,inform,inform
USR,Any options for Queenstown?,inform,inform
SYS,Unfortunately not...is there another destination city I can look up for you?,sorry,apology
USR,What if I leave from Marseille?,inform,inform
SYS,In that case I can definitely get you to Queenstown!,offer,commissive
SYS,How does a trip from September 12 to 17 sound to you?,offer,commissive
USR,"I need to leave by Sep 2 though, is that possible?",inform,inform
SYS,"Absolutely, does August 30 to Sept 2 work?",offer,commissive
USR,I need to stay at least for a week,inform,inform
SYS,"Unfortunately, our longest trips are 6 days long.",sorry,apology
USR,"Alrighty then, what are the 6 day trip options?",switch_frame,
SYS,"The option is the one I previously mentioned to you, which departs on September 12.",inform,inform
USR,Can you check for trips to Hamburg from Jerusalem then?,inform,inform
SYS,I regret to say that we do not offer trips from Hamburg to Jerusalem.,no_result,
USR,Sorry I was asking for trips to Hamburg from Jerusalem,inform,inform
SYS,Unfortunately we don't have that in our database either.,sorry,apology
USR,What about Hamburg from Marseille then?,inform,inform
SYS,"We do have that - how does 8 days at the Hotel Peter, from August 31 to September 7, sound to you?",offer,commissive
USR,"Forgot to tell you though, my budget is 1700",inform,inform
SYS,How many adults and children are traveling with you?,inform,inform
SYS,"For one adult, this package is well below your budget.",inform,inform
USR,Just myself.,request,directive
USR,Are there longer packages that would be below my budget?,request,directive
SYS,"8 days is the longest we have, but I can get you this trip for only 148.11USD.",suggest,directive
SYS,Should I go ahead and book?,suggest,directive
USR,Just $148.11?,inform,inform
USR,Okay let's book it!,inform,inform
SYS,Yup!,inform,inform
SYS,"Perfect, its booked!",inform,inform
SYS,Have a great trip!,inform,inform
USR,thanks!,thankyou,thanking
USR,I need to travel to Phili.,inform,inform
USR,"on september 11, from recife",inform,inform
SYS,I have nothing for Sept 11 departure from Recife to Philadelphia.,suggest,directive
SYS,Can you travel on any other day or can I check other destinations for you?,suggest,directive
USR,after september 11 but before september 26 ok,inform,inform
SYS,How many days would you like to stay in Philadelphia?,inform,inform
USR,under 3400 dollars,inform,inform
SYS,We have a 14 day stay at the Mirror Inn for 3206.44USD.,offer,commissive
SYS,How does that sound?,offer,commissive
USR,what dates,request,directive
SYS,Departing on Sept 13th and returning on Sept 25th .,offer,commissive
SYS,We also have an 8 day package from the 12th of September to the 18th.,offer,commissive
USR,14 days sounds better,inform,inform
SYS,We can even send you on business class for a total of 3206.44USD,offer,commissive
USR,great i like it!,inform,inform
USR,book it please,inform,inform
SYS,This trip had been reserved for you.,inform,inform
SYS,Please contact us should you have any further needs.,inform,inform
USR,I'm looking to take 5 friends to Leon.,inform,inform
SYS,Where are you leaving from and are these all adults?,confirm,answer
USR,I am leaving from Leon and going to Tijuana.,affirm,answer
USR,"Yes, adults...",affirm,answer
SYS,Okay.,request,directive
SYS,Do you have a budget?,request,directive
USR,...No,inform,inform
SYS,Okay.,request,directive
SYS,When would you like to go?,request,directive
USR,Whenever the best package is available,inform,inform
SYS,"We have a 3 star hotel, 7.15/10 guest rating, near shopping, free parking, breakfast, and wifi, departing September 2nd, returning September 12th, business class flights, total cost for this package is 21536.38.",offer,commissive
USR,Not interested.,inform,inform
USR,What's available in San Diego?,inform,inform
SYS,"Our best package in San Diego is a 3 star hotel, 8.86/10 guest rating, near a park, free parking, breakfast, and wifi, departing September 8th and returning September 14th, business class flights, and the total cost of this package is 11278.15.",offer,commissive
USR,"Montreal, find me something better.",inform,inform
SYS,"We have a 4 star hotel near a mall and market, 8.86/10 guest rating, free parking and wifi, departing September 6th and returning the 10th, business class flights, and in total the package costs 19135.83.",offer,commissive
USR,Good enough.,inform,inform
USR,Book it.,inform,inform
SYS,Great!,inform,inform
SYS,It is booked!,inform,inform
SYS,Have a great day and keep an eye out for a confirmation email!,inform,inform
USR,HI,greeting,greeting
SYS,Hi what can I do for you?,greeting,greeting
USR,I NEED TO CHECK MONTREAL FOR MEWTWO!!,inform,inform
SYS,I understand.,request,directive
SYS,You would like to travel to Montreal.,request,directive
SYS,Where will you leave from?,request,directive
USR,I AM IN MEXICO CITY,inform,inform
SYS,Would that be Mexico City?,confirm,answer
USR,I AM IN MEXICO CITY,affirm,answer
SYS,How many people in your party?,request,directive
USR,3 ADULTS,inform,inform
SYS,Dates please,request,directive
USR,I CAN LEAVE AFTER MONDAY SEPTEMBER 12,inform,inform
SYS,An do you have a maximum number of days that you would like to remain in Montreal?,inform,inform
USR,NO,inform,inform
SYS,I have a 19 day stay for you for 5812.63USD.,offer,commissive
SYS,Is that an appropriate length of time for you?,offer,commissive
USR,YEAH!!!!!!!!',switch_frame,
SYS,"It is a 4 star rated hotel called The Illustrious Haven Hotel, located near the market and the mall.",inform,inform
SYS,You'll also get free parking and free wifi with your package.,inform,inform
SYS,We have space between Sept 12 and 30.,inform,inform
USR,I NEED TO CHECK OUT PARIS AS WELL THOUGH OK??,inform,inform
SYS,"Mexico City to Paris for 3 adults, same dates?",confirm,answer
USR,YEA!!!!,affirm,answer
SYS,Do you have a cap on what you would like to spend?,request,directive
USR,I WILL SPEND 10 THOUSAND THREE HUNDRED DOLLARS,inform,inform
SYS,"I have 2 very comparable 4 star hotels, both free wifi and breakfast included, one at 8501.57USD, and the other at 10199.69USD.",offer,commissive
SYS,The main difference is that the second is located near the palace and museum.,offer,commissive
USR,HOW LONG ARE THOSE STAYS,request_compare,directive
SYS,Both 10 days.,hearmore,
SYS,Would you like more information on either one of these choices?,hearmore,
USR,MORE INFO ON THE PALACE,switch_frame,
SYS,That would be the Hotel Regal Universe with a 10 day stay from Sept 18 to Sept 26.,suggest,directive
SYS,"4 star, free wifi and breakfast, and as discussed previously near the museum and the palace all for 10199.69USD for your group of 3.",suggest,directive
SYS,Should I book this one?,suggest,directive
USR,YEAH!!,inform,inform
USR,SOUNDS PERFECT!!,inform,inform
USR,ALRIGHT!!!!!!!!!,inform,inform
SYS,"I will look after that, have an awesome trip",inform,inform
USR,"Hi, can you help me book a trip with my assistant?",inform,inform
USR,We are only free between Aug 30 and Sep 7,inform,inform
SYS,I can indeed!,request,directive
SYS,Where are you headed?,request,directive
USR,Let's see what you have for Ulsan,inform,inform
SYS,Where would you be departing from?,request,directive
USR,Toronto,inform,inform
SYS,And how many adults and children will be on this trip?,request,directive
USR,Just two adults,inform,inform
SYS,"I'm happy to report that we have a trip between August 30 and September 4, at a 5 star hotel.",offer,commissive
SYS,Would you like to know more about this option?,offer,commissive
USR,Would you know if it's close to a park?,request,directive
SYS,"Its near a park, shopping, and a mall!",inform,inform
USR,Nice!,request,directive
USR,Forgot to mention my budget is 3300.,request,directive
USR,How much will this trip cost?,request,directive
SYS,"Unfortunately, none of our trips for two adults fit in that budget.",sorry,apology
SYS,This particular trip costs 6992.48USD.,sorry,apology
SYS,Would you like for me to look up a different destination?,sorry,apology
USR,There are no cheaper options in Ulsan?,inform,inform
SYS,The cheapest trip to Ulsan I have costs 4731.5USD.,inform,inform
USR,How about Buenos Aires?,inform,inform
SYS,"Unfortunately, we do not have results for Toronto to Buenos Aires.",sorry,apology
USR,Athens?,inform,inform
SYS,None for Athens either. :,no_result,
SYS,disappointed:,no_result,
USR,I don't think this trip will work out for us then,,
SYS,Sorry I couldn't find you a trip...please let me know if I can help with any future trips!,sorry,apology
USR,"No worries, thanks!",thankyou,thanking
USR,psssstttttt,,
SYS,Hello!,greeting,greeting
SYS,How can I help you?,greeting,greeting
USR,I have 3500 dollars and a helping hand to lend.,inform,inform
USR,I must try to go to Athens,inform,inform
SYS,Where are you leaving from?,request,directive
USR,Lets try Naples,inform,inform
SYS,When would you like to leave?,request,directive
USR,I can travel between the second and twentieth of September,inform,inform
SYS,Are you travelling alone?,suggest,directive
USR,Yes and I will bring my many dogs :dog:,affirm,answer
SYS,There's only one result and it is from August 30th to September 8th.,offer,commissive
USR,What is the hotel like?,moreinfo,directive
USR,What is it nearby?,moreinfo,directive
SYS,It is a 3 star hotel near a mall and has a 0/10 guest rating and free parking and wifi.,inform,inform
USR,Can you tell me what is available in Nagoya?,inform,inform
SYS,There is one package available.,offer,commissive
SYS,"It is a 3 star hotel, near a university, 8.69/10 guest rating, free parking, breakfast, and wifi, departing September 6th and returning the 11th, economy flight, total cost is 3217.49.",offer,commissive
USR,"Ok, not bad.. Lastly can you check Kyoto Please",inform,inform
SYS,There are no availabilities.,no_result,
USR,If I leave my departure city open can you find me anything?,inform,inform
USR,I would like to stay near a park.,inform,inform
SYS,We have a package to Vancouver at a 4 star hotel near a park and museum.,offer,commissive
SYS,"The guest rating is 10/10 and they offer free parking, breakfast, and wifi.",offer,commissive
SYS,The departure flight is September 3rd and the return flight is on the 10th.,offer,commissive
SYS,The price of this package is 2985.94.,offer,commissive
USR,But I need to go to Athens,inform,inform
SYS,There are no parks near the hotels in Athens.,no_result,
USR,Nagoya?,switch_frame,
SYS,No the only hotel here is near a university.,inform,inform
USR,What about Kyoto???,switch_frame,
SYS,There are no availabilities.,no_result,
USR,I need your help to book my family a trip from Kabul to Seoul.,inform,inform
USR,What's the cheapest you've got?,inform,inform
SYS,"Unfortunately, I haven't got any flights fitting those parameters.",sorry,apology
SYS,Do you have any other destinations in mind?,sorry,apology
USR,Any options for airports nearby?,,
SYS,We don't have any flights out of Kabul.,suggest,directive
SYS,Is there any chance you could change your city of departure?,suggest,directive
USR,No I don't think we can leave from anywhere else,negate,disagreement
SYS,Sorry to hear!,sorry,apology
SYS,Is there anything else I can help you with today?,sorry,apology
USR,No it's alright!,thankyou,thanking
USR,thanks though!,thankyou,thanking
USR,Hey!,inform,inform
USR,Yes!,inform,inform
USR,The 5 of us are looking to go somewhere from Sep 13 to Sep 22,inform,inform
SYS,Fun!,request,directive
SYS,Where are you departing from?,request,directive
USR,We're in Miami.,inform,inform
USR,And we want to maybe go to Philly,inform,inform
SYS,I can do that!,offer,commissive
SYS,"How does 10 days at the Mirror Inn, from September 13 to 22 sound?",offer,commissive
USR,How much will the total cost?,request,directive
SYS,The total cost is 4479.15USD.,inform,inform
USR,"That could work... I've got a little bit left on my budget, are there better hotel options?",request_alts,directive
SYS,"I can get you on a business class flight, but it appears that the Mirror Inn is our only hotel in Philadelphia.",inform,inform
USR,how much would business flights cost?,request,directive
SYS,5486.96USD,inform,inform
USR,Could you check the same dates for Long Beach?,inform,inform
SYS,"I can get you a trip to Long Beach from September 14 to 22 at the Ornate Inn, which would cost only 2132.0USD.",offer,commissive
SYS,Interested?,offer,commissive
USR,Is that the only option for Long Baech?,request_alts,directive
SYS,"I can get you on business class flights for 2502.0USD, but yes that is the only hotel we have in Long Beach,",offer,commissive
USR,In this case I think Philadelphia is better,switch_frame,
SYS,Certainly.,inform,inform
SYS,"Its a 2 star hotel but enjoys a 6.61/10 guest rating, and is conveniently located next to a park and museum.",inform,inform
SYS,"Amenities include free parking, free breakfast, and free wifi.",inform,inform
USR,What about the Long Baech hotel?,switch_frame,
SYS,"The Ornate in Long Beach is 2.5 star, with a 6.91/10 guest rating.",inform,inform
SYS,"It also has free parking, free breakfast, and free wifi, and is right next to the airport.",inform,inform
USR,What would the flight time be?,request,directive
SYS,It would depart at 9AM and arrive at 10:32AM.,inform,inform
SYS,Return flight departs at 2AM and arrives at 3:32AM.,inform,inform
USR,And the flight to Philadelphia?,request,directive
SYS,It would depart at 7AM and arrive at 9:46AM.,inform,inform
